nome,nivel,remoto,salario,salario_maximo,Tecnologia 1,Tecnologia 2,Tecnologia 3,Tecnologia 4,Tecnologia 5,Tecnologia 6,Tecnologia 7,Tecnologia 8,Tecnologia 9,Tecnologia 10,Tecnologia 11,Tecnologia 12
"Vencida, Desenvolvedor(a) Full Stack Pleno",Pleno,Não Remoto,PJ,5.000,Laravel,Node.js,PHP,ReactJS,React Native,,,,,,,
"Vencida, Desenvolvedor(a) Elixir Sênior",Sênior,Remoto,PJ,8.000,AWS EC2 (Elastic Compute Cloud),AWS S3,Elixir,Phoenix,PostgreSQL,RESTful,,,,,,
"Vencida, Programador(a) Fullstack (Python + React) Sênior | Especialista",Sênior,Remoto,PJ,,SQLite,CSS,HTML,PostgreSQL,Python,ReactJS,,,,,,
"Vencida, Desenvolvedor(a) Back-End - NodeJS",Não especificado,Remoto,CLT / PJ,,MongoDB,Node.js,PostgreSQL,AdonisJS,,,,,,,,
"Vencida, Estagiário(a) Full Stack ",Não especificado,Não Remoto,Estágio,1.000,JavaScript,Laravel,Linux,MySQL,PHP,Vue.js,,,,,,
"Vencida, Desenvolvedor(a) Python Sênior ",Sênior,Não Remoto,CLT,10.000,Machine learning,Python,SCRUM,,,,,,,,,
"Vencida, Desenvolvedor (a) C# Sênior",Sênior,Remoto,PJ,8.000,AWS EC2 (Elastic Compute Cloud),AWS S3,C#,Docker,.NET,RESTful,,,,,,
"Vencida, Desenvolvedor(a) Web PHP / Laravel / CSS - Remoto (Sênior)",Sênior,Remoto,PJ,,PHP,Git,MySQL,Laravel,,,,,,,,
"Vencida, Technical Lead  ",Não especificado,Remoto,PJ,,Angular,Node.js,Vue.js,,,,,,,,,
"Vencida, Desenvolvedor(a) Mobile Pleno",Pleno,Remoto,PJ,5.000,Angular,PHP,React Native,,,,,,,,,
"Vencida, Desenvolvedor(a) Java SR",Não especificado,Remoto,PJ,18.000,Java,Spring,Spring Boot,,,,,,,,,
"Vencida, Programador(a) Full Stack, Acompanhar Projeto Web e Mobile, Home Office, Tempo Parcial",Não especificado,Remoto,CLT / PJ,,Figma,Flutter,Java,Python,React Native,,,,,,,
"Vencida, Desenvolvedor(a) .Net",Não especificado,Remoto,PJ,12.000,.NET,Entity framework,JavaScript,ASP.NET MVC,,,,,,,,
"Vencida, Desenvolvedor(a) Mobile - Flutter",Não especificado,Remoto,CLT,12.000,AWS EC2 (Elastic Compute Cloud),AWS S3,DevOps,Flutter,MVVM,Node.js,,,,,,
"Vencida, Desenvolvedor(a) ASPX Pleno",Pleno,Não Remoto,CLT,8.000,Bootstrap,JavaScript,jQuery,.NET,ORACLE,SQL Server,,,,,,
"Vencida, Desenvolvedor(a) Frontend Pleno - Mobile - Remoto",Pleno,Remoto,PJ,7.000,NextJS,ReactJS,React Native,,,,,,,,,
"Vencida, VueJS Developer Senior ",Não especificado,Remoto,PJ,,Vue.js,Git,JavaScript,,,,,,,,,
"Vencida,  Desenvolvedor(a) Totvs Protheus - Advpl",Não especificado,Não Remoto,CLT / PJ,,SQL,AgilePHP,Angular,ADVPL,,,,,,,,
"Vencida, Estágio em Desenvolvimento Web",Não especificado,Remoto,Estágio,,CSS,HTML,MySQL,Node.js,PHP,ReactJS,,,,,,
"Vencida, Engenheiro(a) Eletricista, de Computação ou de Automação Sênior",Sênior,Não Remoto,CLT / PJ,,API,C,C++,,,,,,,,,
"Vencida, Desenvolvedor(a) React Native - Júnior",Júnior,Remoto,CLT,3.000,Android,API,Git,iOS,React Native,,,,,,,
"Vencida, Desenvolvedor(a) Laravel/Vue Pleno ",Pleno,Remoto,PJ,7.000,Laravel,MySQL,Vue.js,,,,,,,,,
"Vencida, Desenvolvedor(a) VueJs - Júnior",Júnior,Remoto,CLT,2.500,Git,HTML,JavaScript,Vue.js,CSS,,,,,,,
"Vencida, Senior C# + React Developer",Não especificado,Remoto,PJ,,API,.NET,ReactJS,C#,,,,,,,,
"Vencida, Desenvolvedor(a) Mobile Sênior",Sênior,Não Remoto,CLT / PJ,,Android,Git,iOS,React Native,,,,,,,,
"Vencida, Tech Lead - NodeJS",Não especificado,Remoto,PJ,18.000,API,JavaScript,Node.js,,,,,,,,,
"Vencida, ARQUITETO(A) DE INFRA-ESTRUTURA",Não especificado,Não Remoto,CLT,,CSS,HTML,JavaScript,PHP,,,,,,,,
"Vencida, Desenvolvedor(a) WordPress/PHP ~ Simphony",Não especificado,Não Remoto,PJ,18.000,API,CSS,HTML,PHP,Laravel,,,,,,,
"Vencida, Desenvolvedor(a) C#",Não especificado,Remoto,CLT,12.000,Angular,AWS EC2 (Elastic Compute Cloud),C#,Cloud,.NET,.NET Core,,,,,,
"Vencida, Remote Tech Lead (Part-Time)",Não especificado,Remoto,PJ,,Android,Java,Node.js,React Native,Swift,,,,,,,
"Vencida, Desenvolvedor(a) Pleno",Pleno,Não Remoto,CLT,6.000,Git,JavaScript,Python,,,,,,,,,
"Vencida, Senior Full Stack (.NET + JS/Vue.js) Developer",Não especificado,Remoto,PJ,,JavaScript,.NET,Vue.js,,,,,,,,,
"Vencida, Team/Tech Lead (Node.js)",Não especificado,Remoto,PJ,18.000,Jenkins ,kubernetes,MongoDB,Node.js,Redis,,,,,,,
"Vencida, Senior Frontend Developer",Não especificado,Remoto,CLT,15.000,Express,MongoDB,Node.js,ReactJS,TypeScript,,,,,,,
"Vencida, Desenvolvedor(a) Back End Java ",Não especificado,Remoto,CLT / PJ,15.000,Java,Spring,Testes unitários,,,,,,,,,
"Vencida, Desenvolvedor(a) Backend PHP e Wordpress",Não especificado,Remoto,PJ,7.000,Git,HTML,MySQL,PHP,SQL,WordPress,,,,,,
"Vencida, Desenvolvedor(a) Java Pleno",Pleno,Não Remoto,CLT,8.000,Java,JavaScript,Docker,Spring,,,,,,,,
"Vencida, Python Team Lead",Não especificado,Remoto,PJ,,Python,AWS EC2 (Elastic Compute Cloud),SQL,,,,,,,,,
"Vencida, Senior Data Engineer",Não especificado,Remoto,PJ,,AWS EC2 (Elastic Compute Cloud),Python,SPARQL,,,,,,,,,
"Vencida, Desenvolvedor(a) Swift Sênior",Sênior,Remoto,PJ,,API,Design Pattern,iOS,MVVM,Objective-C,Swift,,,,,,
"Vencida, Senior Java Engineer, Investment Management Solution",Não especificado,Remoto,PJ,,API,Java,kubernetes,,,,,,,,,
"Vencida, Desenvolvedor(a) PHP Pleno",Pleno,Não Remoto,CLT / PJ,6.000,CodeIgniter,jQuery,Laravel,MySQL,PHP,,,,,,,
"Vencida, Desenvolvedor(a) PHP Júnior",Júnior,Não Remoto,CLT / PJ,3.000,CodeIgniter,HTML,Laravel,MySQL,PHP,,,,,,,
"Vencida, Analista Desenvolvedor(a) Java Pleno",Pleno,Remoto,CLT,,Angular,Java,Spring Boot,,,,,,,,,
"Vencida, Desenvolvedor(a) PHP / Laravel",Não especificado,Remoto,PJ,10.000,Laravel,MySQL,PHP,,,,,,,,,
"Vencida, Desenvolvedor(a) Python Pleno",Pleno,Não Remoto,CLT,4.000,API,Google Cloud,Python,SQL,,,,,,,,
"Vencida, Desenvolvedor(a) .Net + Angular",Não especificado,Remoto,PJ,18.000,Angular,.NET,ORACLE,Serverless,,,,,,,,
"Vencida, Programador(a) FullStack NodeJs e VueJs Sênior",Sênior,Não Remoto,PJ,10.000,Angular,Node.js,ReactJS,Vue.js,,,,,,,,
"Vencida, Programador(a) Full Stack PHP Sênior",Sênior,Não Remoto,PJ,7.000,Bootstrap,Docker,Laravel,Linux,MySQL,PHP,,,,,,
"Vencida, ECS | Pessoa Desenvolvedora Backend Sênior - Golang (Remoto)",Sênior,Remoto,CLT,10.000,DynamoDB,Elasticsearch,Git,Go,Jenkins ,PostgreSQL,,,,,,
"Vencida, Programador(a) ADVPL Sênior",Sênior,Não Remoto,PJ,10.000,ADVPL,ERP,MySQL,,,,,,,,,
"Vencida, Desenvolvedor(a) Pleno (React & JAVA)",Pleno,Remoto,PJ,8.000,Java,JavaScript,MySQL,ReactJS,Spring Boot,,,,,,,
"Vencida, Desenvolvedor(a) Fullstack Pleno",Pleno,Remoto,PJ,,Laravel,MySQL,Node.js,ReactJS,React Native,TypeScript,,,,,,
"Vencida, PV | Especialista de Desenvolvimento de Software I (Remoto)",Não especificado,Remoto,CLT,,C#,Docker,HTTP,kubernetes,.NET,SQL,,,,,,
"Vencida, Desenvolvedor(a) Java",Não especificado,Remoto,CLT / PJ,10.000,Angular,Java,Spring Boot,,,,,,,,,
"Vencida, Desenvolvedor(a) em Delphi Media ",Não especificado,Remoto,PJ,1.500,desktop,Delphi,Firebird,,,,,,,,,
"Vencida, Desenvolvedor(a) Python Pl",Não especificado,Não Remoto,PJ,8.000,Git,NumPy,Pandas,Python,,,,,,,,
"Vencida, Desenvolvedor(a) Java Sênior",Sênior,Não Remoto,CLT / PJ,18.000,Java,SCRUM,SQL,,,,,,,,,
"Vencida, Desenvolvedor(a) Python Jr",Não especificado,Não Remoto,PJ,5.000,Git,NumPy,Pandas,Python,SQL,,,,,,,
"Vencida, Desenvolvedor(a) ASP.NET C# Pleno",Pleno,Não Remoto,CLT,7.000,C#,SQL,ASP.NET MVC,CSS,HTML,Git,,,,,,
"Vencida, Desenvolvedor(a) Web - Junior [Presencial] ARACAJU - SE",Não especificado,Não Remoto,CLT,,Java,JavaScript,SQL,HTML,,,,,,,,
"Vencida, Analista Programador(a) Java Sênior",Sênior,Remoto,CLT,,Angular,DevOps,EJB,Hibernate,Java,JSF,,,,,,
"Vencida, Desenvolvedor(a) C# Sênior",Sênior,Não Remoto,CLT,10.000,JavaScript,JSON,Kanban,C#,CSS,HTML,,,,,,
"Vencida, Desenvolvedor(a) WEB Júnior",Júnior,Não Remoto,PJ,7.000,Git,Java,JavaScript,MySQL,PHP,ReactJS,,,,,,
"Vencida, Desenvolvedor(a)  .NET SR",Não especificado,Remoto,PJ,18.000,.NET Core,SQL Server,Entity framework,kubernetes,,,,,,,,
"Vencida, Desenvolvedor(a) Java Pleno",Pleno,Não Remoto,CLT / PJ,5.000,Angular,Java,JavaScript,RESTful,Spring Boot,TDD,,,,,,
"Vencida, Desenvolvedor(a) WEB",Não especificado,Não Remoto,PJ,7.000,Git,Java,JavaScript,MySQL,PHP,ReactJS,,,,,,
"Vencida, Desenvolvedor(a) WEB FrontEnd",Não especificado,Não Remoto,PJ,6.000,CSS,Git,JavaScript,PHP,ReactJS,,,,,,,
"Vencida, Desenvolvedor(a) .NET Pleno (REMOTO)",Pleno,Remoto,PJ,10.000,API,Azure,.NET,RESTful,,,,,,,,
"Vencida, Desenvolvedor(a) .NET Sênior (REMOTO)",Sênior,Remoto,PJ,12.000,API,ASP.NET,Git,.NET,.NET Core,RESTful,,,,,,
"Vencida, Desenvolvedor(a) Java",Não especificado,Remoto,PJ,,Java,SCRUM,Spring Boot,,,,,,,,,
"Vencida, Desenvolvedor(a) Web - Junior [Presencial] Santarém PA",Não especificado,Não Remoto,CLT,,Java,JavaScript,SQL,HTML,,,,,,,,
"Vencida, Ruby on Rails Developer",Não especificado,Remoto,CLT,,ReactJS,Ruby on Rails,Ruby,,,,,,,,,
"Vencida, DEV Delphi",Não especificado,Remoto,CLT,4.000,Delphi,Pascal,PostgreSQL,,,,,,,,,
"Vencida, Desenvolvedor(a) Mobile",Não especificado,Não Remoto,CLT,2.500,Flutter,Java,JavaScript,,,,,,,,,
"Vencida, Desenvolvedor(a) Sênior",Sênior,Não Remoto,CLT,3.500,CakePHP,CSS,HTML,JavaScript,jQuery,PHP,,,,,,
"Vencida, Desenvolvedor(a) Pleno",Pleno,Não Remoto,CLT,2.500,CakePHP,CSS,HTML,JavaScript,jQuery,PHP,,,,,,
"Vencida, Desenvolvedor(a) - JS - Júnior",Júnior,Remoto,PJ,2.000,AdonisJS,NextJS,Node.js,PostgreSQL,ReactJS,React Native,,,,,,
"Vencida, Desenvolvedor(a) Java",Não especificado,Remoto,PJ,15.000,Java,Spring Boot,Spring MVC,SQL,,,,,,,,
"Vencida, Desenvolvedor(a) Front End",Não especificado,Remoto,CLT,12.000,Angular,Git,JavaScript,Testes unitários,TypeScript,,,,,,,
"Vencida, Arquiteto(a) de Software .Net",Não especificado,Remoto,PJ,,API,C#,Cloud,.NET,.NET Core,SQL,,,,,,
"Vencida, Software Engineer - React - Vaga Internacional",Não especificado,Remoto,PJ,,Git,ReactJS,Ruby on Rails,,,,,,,,,
"Vencida, Senior Back-End Engineer - PYTHON - Vaga Internacional",Não especificado,Remoto,PJ,,AWS S3,DynamoDB,Python,,,,,,,,,
"Vencida, Desenvolvedor(a) Sênior Node.js",Sênior,Remoto,CLT / PJ,,CSS,Node.js,ReactJS,React Native,TypeScript,JavaScript,,,,,,
"Vencida, Desenvolvedor(a) C# / JavaScript Pleno",Pleno,Remoto,CLT,4.000,JavaScript,C#,CSS,MySQL,PostgreSQL,SQL Server,,,,,,
"Vencida, PESSOA DESENVOLVEDORA REACT.JS PLENO",Pleno,Não Remoto,PJ,5.000,CSS,JavaScript,MongoDB,Node.js,ReactJS,React Native,,,,,,
"Vencida, Desenvolvedor(a) Angular Sênior",Sênior,Remoto,CLT,12.000,Angular,Cypress.io,Jasmin,ReactJS,Vue.js,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack JavaScript",Não especificado,Remoto,CLT,18.000,JavaScript,Jest,Node.js,ReactJS,Redis,TypeScript,,,,,,
"Vencida, Desenvolvedor(a) Hardware Sênior (C++, Arduino, MicroPython)",Sênior,Não Remoto,PJ,5.000,Arduino,C++,Python,,,,,,,,,
"Vencida, Programador(a) Web PHP",Não especificado,Não Remoto,CLT,4.000,Git,JavaScript,Laravel,MySQL,PHP,Vue.js,,,,,,
"Vencida, #613517 - Frontend React Sr",Não especificado,Remoto,PJ,15.000,JavaScript,ReactJS,Redux,API,CSS,HTML,,,,,,
"Vencida, Desenvolvedor(a) Backend (ERP) ",Não especificado,Remoto,CLT,,Java,PostgreSQL,RabbitMQ,Spring,,,,,,,,
"Vencida, Desenvolvedor(a) .NET Sênior",Sênior,Remoto,CLT,15.000,MongoDB,.NET,.NET Core,Redis,SQL Server,,,,,,,
"Vencida, Desenvolvedor(a) .NET Pleno",Pleno,Remoto,CLT,10.000,Azure,Jenkins ,.NET,SCRUM,SQL Server,,,,,,,
"Vencida, Desenvolvedor(a) Java Sênior",Sênior,Remoto,CLT,12.000,Java,JavaScript,PostgreSQL,SCRUM,,,,,,,,
"Vencida, Engenheiro(a) de Software",Não especificado,Não Remoto,PJ,10.000,DevOps,JavaScript,MongoDB,NoSQL,PostgreSQL,Java,,,,,,
"Vencida, Desenvolvedor(a) MobileApp / React-Native",Não especificado,Não Remoto,PJ,,JavaScript,API,Firebase,React Native,,,,,,,,
"Vencida, Desenvolvedor(a) React Native Pleno",Pleno,Remoto,PJ,12.000,Firebase,Git,JavaScript,Redux,TypeScript,React Native,,,,,,
"Vencida, Desenvolvedor(a) Java Pleno",Pleno,Remoto,PJ,12.000,EJB,Git,Hibernate,Java,JSF,Spring Boot,,,,,,
"Vencida, Desenvolvedor(a) Front end - Pleno",Pleno,Não Remoto,CLT,5.000,API,jQuery,TypeScript,Vue.js,,,,,,,,
"Vencida, Full-Stack Developer",Não especificado,Remoto,CLT,8.000,Angular,Clean Code,DevOps,Node.js,Testes unitários,TypeScript,,,,,,
"Vencida, BI Analyst (Python) Senior",Não especificado,Remoto,CLT / PJ,,Python,Azure,Git,ORACLE,SAS,SQL,,,,,,
"Vencida, Programador(a)",Não especificado,Remoto,CLT / PJ,8.000,C#,HTML,.NET,SCRUM,SQL Server,,,,,,,
"Vencida, WordPress Technical Document Writer",Não especificado,Remoto,CLT,10.000,HTML,PHP,WordPress,,,,,,,,,
"Vencida, Desenvolvedor(a) Front End - Pleno",Pleno,Não Remoto,CLT,,HTML,ReactJS,React Native,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Pleno ",Pleno,Não Remoto,CLT,,CodeIgniter,JavaScript,MySQL,PHP,Vue.js,,,,,,,
"Vencida, Desenvolvedor(a) .NET/ C# ",Não especificado,Remoto,PJ,,API,C#,CSS,JSON,.NET,JavaScript,,,,,,
"Vencida, Desenvolvedor(a) Java Pleno",Pleno,Não Remoto,CLT,8.000,Angular,Docker,Java,Spring,,,,,,,,
"Vencida, Desenvolvedor(a) Back-End Java 8 - Sênior",Sênior,Remoto,CLT,,Java,SCRUM,Spring Boot,,,,,,,,,
"Vencida, Arquiteto(a) de Infraestrutura",Não especificado,Remoto,CLT,15.000,Apache,Docker,Tomcat,,,,,,,,,
"Vencida, Desenvolvedor(a) Java Web Pleno",Pleno,Não Remoto,CLT,5.000,Hibernate,Java,MySQL,RESTful,Spring Boot,SQL,,,,,,
"Vencida, Desenvolvedor(a) Java Pleno",Pleno,Remoto,CLT,,SQL,Azure,Git,Java,RESTful,Spring Boot,,,,,,
"Vencida, Desenvolvedor(a) Web / Mobile",Não especificado,Não Remoto,CLT / PJ,5.000,HTML,CSS,React Native,JavaScript,ReactJS,,,,,,,
"Vencida, DESENVOLVEDOR(A) FRONT-END",Não especificado,Não Remoto,PJ,,CSS,Git,HTML,JavaScript,React Native,Styled-Components,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Python (Pleno)",Pleno,Remoto,PJ,12.000,API,Docker,Node.js,Python,ReactJS,SQL,,,,,,
"Vencida, Desenvolvedor(a) WordPress Full Stack Jr ",Não especificado,Remoto,PJ,3.500,WordPress,PHP,ReactJS,WooCommerce,NextJS,,,,,,,
"Vencida, Desenvolvedor(a) PJ Fullstack Angular/ Java Pleno [PRO-084 #89]",Pleno,Remoto,PJ,8.000,Angular,Ionic,JavaScript,SQL,TypeScript,Java,,,,,,
"Vencida, Analista de Teste de Software",Não especificado,Remoto,PJ,6.000,NextJS,Node.js,Testes automatizados,Testes Funcionais,Testes unitários,Vue.js,,,,,,
"Vencida, Desenvolvedor(a) Sênior",Sênior,Não Remoto,CLT,15.000,Azure,C#,JavaScript,.NET,SCRUM,SQL,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Sênior - React e Node",Sênior,Remoto,PJ,12.000,Docker,Node.js,ReactJS,,,,,,,,,
"Vencida, Desenvolvedor(a) Pleno Flutter",Pleno,Remoto,PJ,5.000,API,Firebase,Flutter,,,,,,,,,
"Vencida, Full Stack Engineer - Vaga Internacional",Não especificado,Remoto,PJ,,AWS S3,Docker,kubernetes,RESTful,Node.js,ReactJS,,,,,,
"Vencida, JAVA Developer - Vaga INTERNACIONAL",Não especificado,Remoto,PJ,,Java,MySQL,SQL Server,,,,,,,,,
"Vencida, WordPress Sales Support Specialist",Não especificado,Remoto,CLT,10.000,CSS,HTML,MySQL,PHP,WordPress,,,,,,,
"Vencida, Desenvolvedor(a) .NET Plataforma Dynamics CRM",Não especificado,Remoto,CLT,8.000,Azure,JavaScript,.NET,,,,,,,,,
"Vencida, Desenvolvedor(a) PHP Laravel Pleno",Pleno,Remoto,PJ,5.000,Laravel,PHP,Vue.js,,,,,,,,,
"Vencida, Desenvolvedor(a) Mobile React Native",Não especificado,Não Remoto,CLT / PJ,7.000,API,Clean Code,JavaScript,JSON,React Native,TypeScript,,,,,,
"Vencida, Analista Programador(a) Java Sênior - Home Office",Sênior,Remoto,PJ,,MongoDB,Node.js,Angular,Ionic,Java,,,,,,,
"Vencida, Desenvolvedor(a) Android Java",Não especificado,Não Remoto,CLT / PJ,7.000,Android,Java,Kotlin,Android Studio,,,,,,,,
"Vencida, Desenvolvedor(a) Back End Node.JS",Não especificado,Remoto,PJ,,API,MySQL,Node.js,Python,,,,,,,,
"Vencida, Pessoa Engenheira de Software ",Não especificado,Remoto,PJ,12.000,C#,Cloud,JavaScript,Node.js,ReactJS,,,,,,,
"Vencida, Desenvolvedor(a) Ruby on Rails",Não especificado,Remoto,PJ / CLT,,PostgreSQL,Ruby on Rails,AWS EC2 (Elastic Compute Cloud),AWS RDS (Relational Database Service),Docker,JavaScript,,,,,,
"Vencida, Analista de Desenvolvimento de Sistemas PL",Não especificado,Não Remoto,CLT,,ASP,C#,JavaScript,.NET,SQL Server,Visual Basic,,,,,,
"Vencida, Desenvolvedor(a) Web C# / .NET - Full Stack Pleno",Pleno,Remoto,CLT,,C#,.NET,Angular,Git,JavaScript,MongoDB,,,,,,
"Vencida, Flutter Developer",Não especificado,Remoto,CLT,,Android,Dart,Flutter,iOS,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack PHP",Não especificado,Remoto,CLT / PJ,,CSS,Git,HTML,JavaScript,MySQL,PHP,,,,,,
"Vencida, Desenvolvedor(a) React Native com Typescript",Não especificado,Não Remoto,PJ,,API,React Native,Redux,Styled-Components,TypeScript,,,,,,,
"Vencida, Desenvolvedor(a) Frontend ReactJS Pleno [PRO-105 #87] ",Pleno,Remoto,PJ,6.000,Git,JavaScript,ReactJS,,,,,,,,,
"Vencida, Desenvolvedor(a) Front-end Angular",Não especificado,Remoto,CLT / PJ,,Angular,Bootstrap,CSS,HTML,JavaScript,Less,,,,,,
"Vencida, Analista de Sistema Pleno",Pleno,Não Remoto,CLT,5.000,CSS,JavaScript,RESTful,Java,Angular,jQuery,,,,,,
"Vencida, Site Reability Engineer | AWS - JS e TS",Não especificado,Remoto,CLT,12.000,AWS EC2 (Elastic Compute Cloud),AWS S3,Cloud,JavaScript,Node.js,Angular,,,,,,
"Vencida, Full Stack Developer - Node.js + Angular",Não especificado,Remoto,CLT,15.000,MongoDB,Node.js,TypeScript,Angular,AWS EC2 (Elastic Compute Cloud),,,,,,,
"Vencida, Arquiteto(a) de Dados",Não especificado,Não Remoto,CLT / PJ,,Big Data,Data science,Qlikview,,,,,,,,,
"Vencida, Analista de Requisitos",Não especificado,Não Remoto,CLT / PJ,,API,QA - Quality Assurance,Selenium,SQL,Testes Funcionais,,,,,,,
"Vencida, Administrador(a) Banco de Dados - DBA",Não especificado,Remoto,PJ,6.000,PHP,MySQL,Python,,,,,,,,,
"Vencida, Desenvolvedor(a) React Native",Não especificado,Não Remoto,CLT,6.000,Android,AppleScript,ReactJS,React Native,,,,,,,,
"Vencida, Desenvolvedor(a) Java",Não especificado,Remoto,PJ / CLT,15.000,Java,Spring,Struts,,,,,,,,,
"Vencida, Plugin Testing and Analyzing QA |Non-Coding|WordPress|PHP|MysSQL|Git|CSS|JS|",Não especificado,Remoto,CLT,10.000,JavaScript,MySQL,PHP,QA - Quality Assurance,CSS,WordPress,,,,,,
"Vencida, CampusPress Support and Developer |Coding|WordPress|PHP+MySQL or HTML+CSS|",Não especificado,Remoto,CLT,10.000,CSS,HTML,MySQL,PHP,WordPress,,,,,,,
"Vencida, Support and Intervention Developer |Coding|WordPress|PHP|CSS|MySQL|HTML|",Não especificado,Remoto,CLT,10.000,CSS,HTML,MySQL,PHP,WordPress,,,,,,,
"Vencida, Desenvolvedor(a) Java ",Não especificado,Remoto,CLT,10.000,AWS RDS (Relational Database Service),AWS S3,Java,Spring Boot,,,,,,,,
"Vencida, Desenvolvedor(a) Wordpess Pleno ",Pleno,Remoto,PJ,4.000,API,PHP,WordPress,,,,,,,,,
"Vencida,  Desenvolvedor(a) - Especialista em DevOps",Não especificado,Não Remoto,CLT / PJ,,DevOps,Angular,Docker,MongoDB,Node.js,ReactJS,,,,,,
"Vencida, Flutter Mobile Engineer Senior",Não especificado,Remoto,PJ,10.000,Flutter,JavaScript,Ruby on Rails,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack ",Não especificado,Remoto,CLT / PJ,,JavaScript,Testes automatizados,Testes de Regressão,Testes Funcionais,Testes unitários,,,,,,,
"Vencida, Desenvolvedor(a) React-Native",Não especificado,Não Remoto,PJ,,Angular,API,CSS,React Native,Web Services,,,,,,,
"Vencida, Desenvolvedor(a) PHP/Laravel - FullStack Júnior",Júnior,Remoto,PJ,1.500,API,JavaScript,Laravel,PHP,Vue.js,,,,,,,
"Vencida, Desenvolvedor(a) Fullstack Laravel / Lumen / Vue.js",Não especificado,Remoto,PJ,5.000,Git,Laravel,LUMEN,MySQL,Vue.js,,,,,,,
"Vencida, Desenvolvedor(a) Nodejs Sênior",Sênior,Remoto,CLT,7.000,Node.js,PostgreSQL,ReactJS,,,,,,,,,
"Vencida, Engenheiro(a) de Dados",Não especificado,Não Remoto,PJ,12.000,Google Cloud,Machine learning,Python,,,,,,,,,
"Vencida, Desenvolvedor(a) Full Stack ",Não especificado,Remoto,PJ,,Node.js,PostgreSQL,ReactJS,Redux,RESTful,,,,,,,
"Vencida, Desenvolvedor(a) / DBA Analista de Banco de Dados Pleno",Pleno,Não Remoto,CLT,8.000,ASP.NET,C#,JavaScript,SQL Server,,,,,,,,
"Vencida, Senior Software Developer/Engineer - Remoto (JAVA)",Não especificado,Remoto,CLT,,Angular,Docker,Java Server Pages,MySQL,Spring Boot,Java,,,,,,
"Vencida, Analista Desenvolvedor(a) Fullstack Sr.",Não especificado,Remoto,CLT,,Angular,Node.js,ReactJS,Vue.js,,,,,,,,
"Vencida, Desenvolvedor(a) Pleno ReactJS ",Pleno,Remoto,PJ,5.000,CSS,HTML,Node.js,ReactJS,React Native,,,,,,,
"Vencida, Desenvolvedor(a) Mobile Flutter Sênior",Sênior,Remoto,PJ,,API,Clean Code,Design Pattern,Flutter,,,,,,,,
"Vencida, Desenvolvedor(a) Front End - Pleno",Pleno,Não Remoto,CLT / PJ,3.500,Bootstrap,CSS,HTML,JavaScriptMVC,JavaScript,,,,,,,
"Vencida, Desenvolvedor(a) Ruby on Rails Sênior",Sênior,Remoto,CLT,18.000,API,Design Pattern,RESTful,Ruby on Rails,Testes unitários,,,,,,,
"Vencida, Analista Desenvolvedor(a) .Net Pleno",Pleno,Remoto,CLT,,Angular,MVC,.NET Core,,,,,,,,,
"Vencida, Desenvolvedor(a) Fullstack Ruby + Vue Pleno",Pleno,Remoto,PJ,5.000,GraphQL,Ruby on Rails,TDD,TypeScript,Vue.js,,,,,,,
"Vencida, Desenvolvedor(a) React Sr Com Inglês Avançado",Não especificado,Não Remoto,PJ,15.000,TDD,Docker,Cloud,RabbitMQ,ReactJS,,,,,,,
"Vencida, Desenvolvedor(a) Vue.js Pleno",Pleno,Remoto,PJ,5.000,HTML,Sass,TypeScript,Vue.js,,,,,,,,
"Vencida, Desenvolvedor(a) Python Pleno",Pleno,Não Remoto,CLT,6.000,Cloud,Python,SQL,,,,,,,,,
"Vencida, Desenvolvedor(a) Fullstack Laravel / Node.js / Angular / Vue.js",Não especificado,Remoto,PJ,,Angular,Git,Laravel,MySQL,Node.js,Vue.js,,,,,,
"Vencida, Back-end Developer (Python) Intership",Não especificado,Remoto,Estágio,1.500,Java,ORACLE,SQL,SQL Server,Python,SAS,,,,,,
"Vencida, Programador(a) Full Stack",Não especificado,Não Remoto,PJ,7.000,Git,Laravel,MySQL,PHP,Python,Vue.js,,,,,,
"Vencida, Desenvolvedor(a) Full Stack Javascript Sênior (4+ anos de experiência)",Sênior,Remoto,PJ,10.000,JavaScript,MySQL,Node.js,ReactJS,React Native,,,,,,,
"Vencida, Programador(a) Backend Laravel Pleno",Pleno,Remoto,CLT,4.000,Laravel,MySQL,PHP,Redis,,,,,,,,
"Vencida, Desenvolvedor(a) Front End",Não especificado,Remoto,CLT / PJ,,Jenkins ,Sass,Angular,API,HTML,JavaScript,,,,,,
"Vencida, Desenvolvedor(a) ReactJS NodeJS Pleno",Pleno,Não Remoto,CLT / PJ,7.000,JavaScript,MariaDB,Node.js,ReactJS,RESTful,SCRUM,,,,,,
"Vencida, Pessoa Desenvolvedora Backend NodeJs Sênior",Sênior,Remoto,CLT,,AWS EC2 (Elastic Compute Cloud),MySQL,Node.js,NoSQL,,,,,,,,
"Vencida, CONSULTOR(A) SAP FI/CO",Não especificado,Remoto,CLT,,ABAP,Excel,SAP,,,,,,,,,
